id,title,author,ISBN,series,avg_rating,pages,rating_count,review_count,book_format,published_year,publisher
218,Phantoms,Dean Koontz,0425181103,,3.94,448,62799,1178,Paperback,February 5th 2002,Berkley
219,A Monster Calls,Patrick Ness,1406361801,,4.37,237,174811,30628,Paperback,May 7th 2015,Walker Books
220,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,,(Miss Peregrine's Peculiar Children #1),3.91,352,854697,58648,Hardcover,June 7th 2011,Quirk
221,Wizard and Glass,Stephen King,0340829788,(The Dark Tower #4),4.25,845,145922,5285,Paperback,October 2003,New English Library
222,The Twelve,Justin Cronin,0345504984,(The Passage #2),4.00,568,80589,7376,Hardcover,October 16th 2012,The Random House Publishing Group
223,The Fall,Guillermo del Toro,0061558222,(The Strain Trilogy #2),3.81,308,34292,2309,Hardcover,September 21st 2010,William Morrow
224,Hearts in Atlantis,Stephen King,0340818670,,3.82,640,78697,1903,Paperback,2001,New English Library
225,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,0446563080,(Abraham Lincoln: Vampire Hunter #1),3.70,336,124300,12230,Hardcover,March 2nd 2010,Grand Central Publishing
226,Hex,Thomas Olde Heuvelt,0765378809,,3.72,384,13609,2471,Hardcover,April 26th 2016,Tor
227,Haunted,Chuck Palahniuk,1400032822,,3.59,419,80410,4078,Paperback,April 11th 2006,Anchor
228,Memnoch the Devil,Anne Rice,096319254X,(The Vampire Chronicles #5),3.74,354,72035,1552,Hardcover,March 1999,B E Trice Pub
229,Jaws,Peter Benchley,1400064562,(Jaws #1),3.97,320,123543,3028,Hardcover,May 31st 2005,Random House
230,The Call of Cthulhu,H.P. Lovecraft,,,4.03,43,30783,1648,Kindle Edition,April 1st 2011,"Amazon Digital Services, Inc."
231,Joyland,Stephen King,1781162646,,3.91,283,98376,10756,Paperback,June 4th 2013,Hard Case Crime
232,Scary Stories to Tell in the Dark,Alvin Schwartz,0590431978,(Scary Stories #1),4.07,111,46222,2025,Paperback,October 1st 1989,"Scholastic, Inc."
233,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,1400049628,,3.86,270,92981,3745,Paperback,September 16th 2003,Three Rivers Press
234,The Forest of Hands and Teeth,Carrie Ryan,0575090855,(The Forest of Hands and Teeth #1),3.59,310,78159,8641,Paperback,July 2009,Gollancz
235,The Monstrumologist,Rick Yancey,1416984488,(The Monstrumologist #1),3.88,434,16828,2657,Hardcover,September 22nd 2009,Simon
236,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,0553212281,,4.16,448,206123,1172,Mass Market Paperback,September 28th 2004,Bantam Classics
237,Perfume: The Story of a Murderer,Patrick Süskind,0140120831,,4.02,263,275821,12409,Paperback,1987,Penguin Books
238,My Best Friend's Exorcism,Grady Hendrix,,,3.92,337,14533,2726,Kindle Edition,May 17th 2016,Quirk Books
239,Head Games,Joe Hill,1600104835,(Locke & Key #2),4.34,160,29319,1772,Hardcover,February 2015,IDW Publishing
240,Flowers in the Attic,V.C. Andrews,0743496310,(Dollanganger #1),3.81,389,139620,7077,Paperback,1979,Pocket Books
241,Wolves of the Calla,Stephen King,141651693X,(The Dark Tower #5),4.19,931,138684,3809,Mass Market Paperback,February 1st 2006,Pocket Books
242,The Dark Tower,Stephen King,,(The Dark Tower #7),4.28,1050,127380,5113,Paperback,September 1st 2006,Pocket Books
243,Summer of Night,Dan Simmons,0446362662,(Seasons of Horror #1),4.02,600,17878,1195,Mass Market Paperback,March 1st 1992,Warner Books
244,Carrion Comfort,Dan Simmons,0446359203,,3.90,884,17169,936,Paperback,October 1st 1990,Warner Books
245,The Phantom of the Opera,Gaston Leroux,0060809248,,3.97,360,181880,5663,Paperback,December 30th 1987,Harper Perennial
246,The Girl Next Door,Jack Ketchum,0843955430,,3.97,370,19574,2150,Paperback,June 1st 2005,Leisure Books
247,Ring,Kōji Suzuki,1932234411,(Ring #1),3.82,282,13044,989,Paperback,April 25th 2004,Vertical
248,The Road,Cormac McCarthy,0307265439,,3.96,241,642795,42689,Hardcover,September 26th 2006,Alfred A. Knopf
249,Song of Susannah,Stephen King,1416521496,(The Dark Tower #6),3.99,544,116212,3345,Mass Market Paperback,June 1st 2006,Pocket Books
250,The Winter People,Jennifer  McMahon,0385538499,,3.77,317,40887,5890,Hardcover,February 11th 2014,Doubleday
251,The Running Man,Richard Bachman,0451197968,,3.86,317,87873,2663,Paperback,August 1999,Signet
252,The Ballad of Black Tom,Victor LaValle,0765387867,,3.90,149,9814,1668,Paperback,February 16th 2016,Tor.com
253,Books of Blood: Volume One,Clive Barker,0425083896,(Books of Blood #1),4.02,210,18920,530,Mass Market Paperback,June 1986,Berkley Books
254,The Cabin at the End of the World,Paul Tremblay,0062679104,,3.32,272,17408,3252,Hardcover,June 26th 2018,William Morrow
255,11/22/63,Stephen King,1451627289,,4.31,849,368736,34670,Hardcover,November 8th 2011,Scribner
256,The Legend of Sleepy Hollow,Washington Irving,0809594080,,3.73,108,41320,2644,Paperback,March 1st 2004,Wildside Press
257,The Ritual,Adam Nevill,0230754929,,3.62,418,11032,1557,Paperback,May 28th 2011,Pan Publishing
258,Into the Drowning Deep,Mira Grant,0316379409,(Rolling in the Deep #1),4.04,440,8126,2007,Hardcover,November 14th 2017,Orbit
259,The Vampire Armand,Anne Rice,0345434803,(The Vampire Chronicles #6),3.76,457,61326,884,Mass Market Paperback,October 3rd 2000,Ballantine Books
260,Crown of Shadows,Joe Hill,1600106951,(Locke & Key #3),4.41,152,25676,1390,Hardcover,February 2013,IDW Publishing
261,The Island of Doctor Moreau,H.G. Wells,0553214322,,3.72,153,82901,3587,Paperback,May 1st 1994,Bantam Classics
262,Intensity,Dean Koontz,0553582917,,4.04,436,67330,2738,Paperback,October 31st 2000,Bantam
263,The Night Eternal,Guillermo del Toro,0061558265,(The Strain Trilogy #3),3.68,371,25631,2123,Hardcover,October 25th 2011,HarperCollins Publishers
264,Alice,Christina Henry,0425266796,(The Chronicles of Alice #1),3.88,291,16857,2862,Paperback,August 4th 2015,Ace
265,The Damnation Game,Clive Barker,0425188930,,3.82,433,16799,449,Mass Market Paperback,November 5th 2002,Berkley Books
266,Cabal,Clive Barker,0743417321,,3.93,358,16746,481,Paperback,January 1st 2001,Gallery Books
267,The Wasp Factory,Iain Banks,0684853159,,3.84,192,64787,3818,Paperback,1998,Simon & Schuster (NYC)
268,The Great and Secret Show,Clive Barker,006093316X,(Book of the Art #1),4.05,658,27506,650,Paperback,November 3rd 1999,HarperPerennial
269,The Eyes of the Dragon,Stephen King,0751504572,,3.93,427,93205,3836,Paperback,May 13th 1993,Time Warner Paperbacks
270,I Am Not a Serial Killer,Dan Wells,,(John Cleaver #1),3.77,272,27334,3787,Kindle Edition,March 30th 2010,Tor Books
271,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,0345329457,,4.25,184,21380,520,Mass Market Paperback,September 13th 1991,Del Rey Books
272,'Salem's Lot,Stephen King,0385516487,,4.25,594,86369,756,Hardcover,November 1st 2005,Doubleday
273,Necroscope,Brian Lumley,031285787X,(Necroscope #1),3.99,383,17567,611,Hardcover,December 1st 1994,Tor Books
274,Keys to the Kingdom,Joe Hill,1600108865,(Locke & Key #4),4.42,152,22935,1346,Hardcover,February 2013,IDW Publishing
275,"The Walking Dead, Vol. 2: Miles Behind Us",Robert Kirkman,1582404135,(The Walking Dead (Collected Editions) #2),4.24,136,33076,1484,Comics,November 24th 2004,Image Comics
276,Meddling Kids,Edgar Cantero,0385541996,,3.57,322,15726,3140,Hardcover,July 11th 2017,Doubleday Books
277,Girl of Nightmares,Kendare Blake,0765328666,(Anna #2),3.87,332,25649,3425,Hardcover,August 7th 2012,Tor Teen
278,Lovecraft Country,Matt Ruff,0062292080,,4.06,400,10819,1559,ebook,February 16th 2016,Harper
279,Broken Monsters,Lauren Beukes,031621681X,,3.58,464,16841,2497,Paperback,June 16th 2015,Mulholland Books
280,Lasher,Anne Rice,0099471434,(Lives of the Mayfair Witches #2),3.85,400,53938,902,Paperback,November 4th 2004,Arrow Books
281,The Fall of the House of Usher,Edgar Allan Poe,1594561796,(Izbrana dela #1),3.95,36,39311,1067,Paperback,February 2nd 2004,BookSurge Classics
282,The Pit and the Pendulum,Edgar Allan Poe,0146000110,(Real Reads),4.16,56,54108,775,Paperback,September 1995,Penguin
283,Night Film,Marisha Pessl,0812979788,,3.78,640,66795,9532,Paperback,July 1st 2014,Random House Trade Paperbacks
284,Strange Weather,Joe Hill,0062663119,,3.90,432,13586,2140,Hardcover,October 24th 2017,William Morrow
285,Weaveworld,Clive Barker,0007117140,,4.13,721,26492,1062,Paperback,August 20th 2001,Harper Voyager
286,Preludes & Nocturnes,Neil Gaiman,1563892278,(The Sandman #1),4.25,233,179730,5350,Hardcover,December 1st 1998,Vertigo
287,The Yellow Wall-Paper,Charlotte Perkins Gilman,1558611584,,4.11,64,72639,3744,Paperback,September 1st 1996,The Feminist Press at CUNY
288,The Lottery and Other Stories,Shirley Jackson,0374529531,,4.06,302,58142,1866,Paperback,March 16th 2005,"Farrar, Straus and Giroux"
289,Clockworks,Joe Hill,1613772270,(Locke & Key #5),4.49,160,21301,1274,Hardcover,July 2013,IDW Publishing
290,14,Peter Clines,,(Threshold #1),3.94,372,27513,3339,Kindle Edition,June 5th 2012,Permuted Press
291,The Tell-Tale Heart,Edgar Allan Poe,0871917726,,4.23,54,48707,1593,Hardcover,1998,Books of Wonder
292,Battle Royale,Koushun Takami,156931778X,,4.24,617,47861,4502,Paperback,February 26th 2003,"VIZ, LLC"
293,The Mummy,Anne Rice,009947137X,(Ramses the Damned #1),3.83,480,41220,1057,Paperback,2004,Arrow
294,End of Watch,Stephen King,1501129740,(Bill Hodges Trilogy #3),4.09,432,70809,7119,Hardcover,June 7th 2016,Scribner
295,The Girl from the Well,Rin Chupeco,140229218X,(The Girl from the Well #1),3.77,267,6356,1306,Hardcover,August 5th 2014,Sourcebooks Fire
296,"Wytches, Volume 1",Scott Snyder,1632153807,(Wytches #1),3.83,192,11407,1592,Paperback,June 24th 2015,Image Comics
297,The Raven,Edgar Allan Poe,0486290727,,4.28,64,85982,1854,Paperback,April 25th 1996,Dover Publications
298,Fevre Dream,George R.R. Martin,0553383051,,3.86,334,19746,1896,Paperback,September 28th 2004,Bantam
299,The Cask of Amontillado,Edgar Allan Poe,1594561869,,4.09,20,55863,1208,Paperback,February 2nd 2004,BookSurge
300,The Library at Mount Char,Scott  Hawkins,0553418629,,4.09,388,25546,4871,Paperback,March 15th 2016,Broadway Books
301,The Omen,David Seltzer,0451219422,(The Omen #1),4.01,272,55984,401,Paperback,June 6th 2006,Signet
302,The Lottery,Shirley Jackson,1563127873,,4.09,30,48769,2363,Paperback,1990,Perfection Learning
303,The Great God Pan,Arthur Machen,1871592119,,3.75,82,7986,723,Paperback,January 1st 1995,Creation Books
304,Merrick,Anne Rice,0345422406,(The Vampire Chronicles #7),3.72,370,37361,587,Mass Market Paperback,October 2nd 2001,Ballantine Books
305,Handling the Undead,John Ajvide Lindqvist,1847244130,,3.47,384,9718,1065,Paperback,2009,Text Publishing
306,The Monk,Matthew Lewis,0140436030,,3.80,431,20358,1503,Paperback,October 29th 1998,Penguin Classics
307,Dead Until Dark,Charlaine Harris,0441008534,(Sookie Stackhouse #1),3.96,292,474203,17718,Mass Market Paperback,May 1st 2001,Ace Books
308,"American Vampire, Vol. 1",Scott Snyder,1401228305,(American Vampire #1),3.98,192,20875,1303,Hardcover,October 5th 2010,Vertigo
309,Authority,Jeff VanderMeer,0374104107,(Southern Reach #2),3.50,341,48253,5267,Paperback,May 6th 2014,"Farrar, Straus and Giroux"
310,Rage,Richard Bachman,0451076451,,3.79,131,28858,1509,Paperback,September 6th 1977,Signet
311,Brother Odd,Dean Koontz,0553804804,(Odd Thomas #3),3.98,364,57140,2374,Hardcover,November 28th 2006,Bantam
312,Welcome to Dead House,R.L. Stine,0439568471,(Goosebumps #1),3.84,126,24343,1288,Paperback,September 1st 2003,Scholastic Paperbacks
313,Boy's Life,Robert R. McCammon,,,4.35,625,22897,2432,Kindle Edition,October 18th 2011,Open Road Media
314,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,0062330268,,3.93,310,45626,5231,Hardcover,February 3rd 2015,William Morrow
315,There's Someone Inside Your House,Stephanie Perkins,0525426019,,3.38,287,13386,3122,Hardcover,September 26th 2017,Dutton Books for Young Readers
316,The Fall of the House of Usher and Other Tales,Edgar Allan Poe,0451526759,,4.15,400,64624,472,Paperback,April 1st 1998,Signet Classics
317,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson,0141439734,,3.96,178,98338,903,Paperback,February 27th 2003,Penguin Classics
318,Jurassic Park,Michael Crichton,,(Jurassic Park #1),4.01,466,734395,10577,Kindle Edition,May 14th 2012,Ballantine Books
319,The Coldest Girl in Coldtown,Holly Black,0316213101,,3.85,419,49260,7439,Hardcover,September 3rd 2013,"Little, Brown Books for Young Readers"
320,Mister B. Gone,Clive Barker,0060182989,,3.32,248,11719,1031,Hardcover,October 30th 2007,HarperCollins Publishers
321,Hideaway,Dean Koontz,0425203891,,3.83,413,31011,572,Mass Market Paperback,July 5th 2005,Berkley
322,"The Walking Dead, Vol. 5: The Best Defense",Robert Kirkman,158240612X,(The Walking Dead (Collected Editions) #5),4.29,136,22226,892,Comics,April 21st 2009,Image Comics
323,Blackout,Mira Grant,1841499005,(Newsflesh #3),4.09,512,19554,1768,Paperback,May 22nd 2012,Orbit
324,The Madman’s Daughter,Megan Shepherd,0062128027,(The Madman’s Daughter #1),3.68,420,20890,3519,Hardcover,January 29th 2013,Balzer + Bray
325,The Black Cat,Edgar Allan Poe,1594561753,,4.07,24,23457,1383,Paperback,February 2nd 2004,BookSurge
326,American Gods,Neil Gaiman,,(American Gods #1),4.11,635,666032,34944,Kindle Edition,June 21st 2011,William Morrow
327,The Diviners,Libba Bray,031612611X,(The Diviners #1),3.98,578,61420,9431,Hardcover,September 18th 2012,"Little, Brown Books for Young Readers"
328,Pandora,Anne Rice,8466302948,(New Tales of the Vampires #1),3.75,383,39667,746,Paperback,May 2001,Punto de lectura
329,The Reapers are the Angels,Alden Bell,0805092439,(Reapers #1),3.89,225,10625,1550,Paperback,August 3rd 2010,Holt McDougal
330,Ghost Road Blues,Jonathan Maberry,0786018151,(Pine Deep #1),3.78,472,6804,502,Mass Market Paperback,June 1st 2006,Pinnacle
331,The King in Yellow,Robert W. Chambers,153905344X,,3.48,,8671,961,Paperback,September 24th 2016,Createspace Independent Publishing Platform
332,Blood And Gold,Anne Rice,0099271494,(The Vampire Chronicles #8),3.89,752,30810,641,Paperback,November 7th 2002,Arrow
333,Seed,Ania Ahlborn,,,3.65,460,8193,1058,ebook,June 1st 2011,
334,Blaze,Richard Bachman,141655484X,,3.71,285,36547,1470,Hardcover,June 12th 2007,Scribner Book Company
335,Shadowland,Peter Straub,0425188221,,3.91,468,10759,302,Mass Market Paperback,March 4th 2003,Berkley
336,Exquisite Corpse,Poppy Z. Brite,0684836270,,3.77,240,9010,650,Paperback,August 20th 1997,Gallery Books
337,Twilight Eyes,Dean Koontz,0425100650,,3.87,451,23194,483,Paperback,September 1st 1987,Berkley Books
338,Drawing Blood,Poppy Z. Brite,0440214920,,4.03,416,9145,290,Paperback,October 1st 1994,Dell
339,The Silent Companions,Laura  Purcell,014313163X,,3.92,305,10327,1738,Paperback,March 6th 2018,Penguin Books
340,The King in Yellow and Other Horror Stories,Robert W. Chambers,0486437507,,3.69,287,6654,499,Paperback,July 30th 2004,Dover Publications
341,The Boy on the Bridge,M.R. Carey,0316300330,(The Girl With All the Gifts #2),3.98,392,15667,2257,Hardcover,May 2nd 2017,Orbit
342,"The Walking Dead, Vol. 6: This Sorrowful Life",Robert Kirkman,1582406847,(The Walking Dead (Collected Editions) #6),4.32,144,21274,726,Comics,April 11th 2007,Image Comics
343,A Stir of Echoes,Richard Matheson,0765308711,,3.89,223,10852,582,Paperback,July 1st 2004,Tor Books
344,Welcome to Night Vale,Joseph Fink,0062351427,(Welcome to Night Vale #1),3.84,401,28736,4452,Hardcover,October 20th 2015,Harper Perennial
345,In the Tall Grass,Stephen King,1442359889,,3.69,2,13280,1312,Audio CD,October 9th 2012,Simon
346,Afraid,Jack Kilborn,0446535931,(Afraid #1),3.90,347,8198,971,Paperback,April 1st 2009,Grand Central Publishing
347,Whispers,Dean Koontz,042520992X,,3.91,464,29505,552,Paperback,June 27th 2006,Berkley
348,Dread Nation,Justina Ireland,0062570609,(Dread Nation #1),4.15,455,12713,3015,Hardcover,April 3rd 2018,Balzer + Bray
349,Imajica,Clive Barker,0061053716,,4.16,823,19442,806,Paperback,August 1st 1997,Eos
350,I'm Thinking of Ending Things,Iain Reid,,,3.38,241,21942,4551,Kindle Edition,June 14th 2016,Gallery/Scout Press
351,The Collector,John Fowles,0099470470,,3.99,283,46528,3042,Paperback,October 21st 1998,Vintage
352,The Green Mile,Stephen King,0451933028,(The Green Mile #1-6),4.44,592,222150,6294,Paperback,September 1st 1996,Penguin Signet
353,I Am Legend,Richard Matheson,,,4.06,162,79017,4964,Kindle Edition,May 14th 2011,
354,The Mist,Stephen King,0451223292,,3.94,230,100770,2100,Paperback,October 2nd 2007,Signet
355,Everything's Eventual: 14 Dark Tales,Stephen King,1416524355,,3.96,605,78578,2106,Paperback,November 1st 2005,Pocket Books
356,"Full Dark, No Stars",Stephen King,1439192561,,4.05,368,82143,5936,Hardcover,November 2010,Scribner
357,Anna Dressed in Blood,Kendare Blake,0765328658,(Anna #1),3.94,316,87677,9425,Hardcover,October 17th 2011,Tor Teen
358,A Head Full of Ghosts,Paul Tremblay,0062363239,,3.81,286,31798,4824,Hardcover,June 2nd 2015,William Morrow
359,Ghost Story,Peter Straub,0671685635,,3.95,567,63022,1792,Paperback,September 1st 1989,"Pocket Books / Simon & Schuster, Inc."
360,Different Seasons,Stephen King,0751514624,,4.35,560,157488,3884,Mass Market Paperback,February 16th 1995,Warner Books
361,The Girl Who Loved Tom Gordon,Stephen King,1416524290,,3.58,264,116038,4194,Paperback,November 1st 2005,Pocket Books
362,Revival,Stephen King,1476770387,,3.76,405,85903,9875,Hardcover,November 11th 2014,Scribner Book Company
363,Nightmares and Dreamscapes,Stephen King,0450610098,,3.93,864,67666,1165,Paperback,1994,Hodder and Stoughton
364,The Queen of the Damned,Anne Rice,0345419626,(The Vampire Chronicles #3),3.88,448,126784,2113,Paperback,November 29th 1997,Ballantine Books
365,Hell House,Richard Matheson,0727860992,,3.79,301,33073,2032,Hardcover,July 1st 2004,Severn House Publishers
366,American Psycho,Bret Easton Ellis,0679735771,,3.82,399,209510,8936,Paperback,March 1991,Vintage Contemporaries / Random House
367,Duma Key,Stephen King,1416552510,,3.94,611,91576,5017,Hardcover,January 2008,Scribner Book Company
368,The Turn of the Screw,Henry James,0140620613,,3.44,131,81494,5913,Paperback,1994,Penguin Books
369,The Woman in Black,Susan Hill,1567921892,(The Woman in Black #1),3.70,138,41191,4908,Paperback,December 1st 2001,David R. Godine Publisher
370,Rose Madder,Stephen King,0340640146,,3.69,608,86963,2150,Paperback,1995,Hodder and Stoughton
371,The Outsider,Stephen King,1501180983,,4.02,561,100524,11150,Hardcover,May 22nd 2018,Scribner
372,The Talisman,Stephen King,0375507779,(The Talisman #1),4.13,656,99371,2924,Hardcover,September 15th 2001,Random House
373,Dolores Claiborne,Stephen King,1101138173,,3.85,384,113652,2427,ebook,December 1st 1993,Signet Book
374,The Amityville Horror,Jay Anson,0553116606,,3.84,315,95912,2043,Mass Market Paperback,1978,Bantam Books
375,The Long Walk,Richard Bachman,0451196716,,4.11,370,98535,5581,Paperback,April 1st 1999,Signet
376,Welcome to Lovecraft,Joe Hill,1600102379,(Locke & Key #1),4.14,168,64718,3881,Hardcover,February 2013,IDW Publishing
377,The Hellbound Heart,Clive Barker,0061002828,,4.04,164,33789,1541,Paperback,November 1st 1991,HarperTorch
378,Through the Woods,Emily Carroll,1442465956,,3.91,208,49568,6350,Hardcover,July 15th 2014,Margaret K. McElderry Books
379,The Complete Stories and Poems,Edgar Allan Poe,0385074077,,4.38,821,196206,2131,Hardcover,August 15th 1984,"Doubleday & Company, Inc."
380,Feed,Mira Grant,0316081051,(Newsflesh #1),3.85,599,48277,5860,Mass Market Paperback,May 1st 2010,Orbit
381,The Terror,Dan Simmons,0316017442,,4.06,769,35287,3866,Hardcover,January 8th 2007,"Little, Brown and Company"
382,John Dies at the End,David  Wong,0978970764,(John Dies at the End #1),3.90,362,54846,5687,Paperback,August 1st 2007,Permuted Press
383,Annihilation,Jeff VanderMeer,0374104093,(Southern Reach #1),3.68,195,126504,15229,Paperback,February 4th 2014,"Farrar, Straus and Giroux"
384,The Drawing of the Three,Stephen King,0451210859,(The Dark Tower #2),4.23,463,191987,6920,Paperback,August 5th 2003,Signet
385,Odd Thomas,Dean Koontz,0553384287,(Odd Thomas #1),3.96,446,231779,7009,Paperback,August 29th 2006,Bantam
386,The Ruins,Scott B. Smith,1400043875,,3.54,319,27739,3223,Hardcover,July 18th 2006,Knopf
387,The Graveyard Book,Neil Gaiman,0060530928,,4.13,307,390888,28334,Hardcover,September 30th 2008,HarperCollins
388,Horrorstör,Grady Hendrix,1594745269,,3.62,248,19026,3671,Paperback,September 23rd 2014,Quirk
389,The Regulators,Richard Bachman,0451191013,,3.70,512,66539,1191,Mass Market Paperback,September 1997,Signet
390,Pride and Prejudice and Zombies,Seth Grahame-Smith,1594743347,(Pride and Prejudice and Zombies #1),3.29,320,120966,12728,Paperback,May 1st 2009,Quirk Classics
391,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,0141182342,,4.22,420,33417,1257,Paperback,October 1st 1999,Penguin Classics
392,Watchers,Dean Koontz,,,4.17,624,132422,3377,Paperback,January 28th 2003,Berkley
393,The Troop,Nick Cutter,1476717710,,3.74,358,20023,3614,Hardcover,February 25th 2014,Gallery Books
394,Black House,Stephen King,034547063X,(The Talisman #2),4.00,688,50324,1525,Paperback,September 30th 2003,Ballantine Books
395,The Fireman,Joe Hill,006220064X,,3.90,768,42275,6225,Paperback,January 3rd 2017,William Morrow Paperbacks
396,The Waste Lands,Stephen King,0670032565,(The Dark Tower #3),4.24,422,164023,5053,Hardcover,June 23rd 2003,Viking Adult
397,Swan Song,Robert R. McCammon,0671741039,,4.28,956,50599,3066,Mass Market Paperback,June 1st 1987,Pocket Books
398,20th Century Ghosts,Joe Hill,0061147974,,3.95,316,29528,2166,Hardcover,October 16th 2007,William Morrow
399,From a Buick 8,Stephen King,0743211375,,3.44,356,55321,1580,Hardcover,September 24th 2002,Scribner
400,Cycle of the Werewolf,Stephen King,0451822196,,3.64,128,42404,1483,Paperback,April 9th 1985,Signet Books
401,Lullaby,Chuck Palahniuk,0099437961,,3.73,260,84125,2850,Paperback,June 5th 2003,Vintage
402,The Shining,Stephen King,0450040186,(The Shining #1),4.21,447,971855,19190,Paperback,July 1st 1980,New English Library (Hodder & Stoughton)
403,Fragile Things: Short Fictions and Wonders,Neil Gaiman,0060515228,(American Gods #1.1 (Monarch of the Glen)),4.01,360,52433,3557,Hardcover,September 26th 2006,William Morrow
404,And the Trees Crept In,Dawn Kurtagich,0316298700,,3.55,352,3791,1065,Hardcover,September 6th 2016,"Little, Brown Books for Young Readers"
405,Collected Ghost Stories,M.R. James,1853268399,(The Complete Ghost Stories of M.R. James #1-2),4.17,568,5699,292,Hardcover,November 28th 1994,Wordsworth Editions Ltd
406,The Vampire's Assistant,Darren Shan,,(Cirque du Freak #2),4.12,256,36170,1411,Mass Market Paperback,October 1st 2002,"Little, Brown Young Readers"
407,The Three,Sarah Lotz,031624290X,(The Three #1),3.31,471,11998,1846,Hardcover,May 20th 2014,"Little, Brown and Company"
408,The Strain,Guillermo del Toro,0061558230,(The Strain Trilogy #1),3.78,403,73396,6271,Hardcover,June 2nd 2009,William Morrow
409,Necroscope II: Vamphyri!,Brian Lumley,0812521269,(Necroscope #2),4.10,470,6529,143,Mass Market Paperback,April 15th 1989,Tor Books
410,Sawkill Girls,Claire Legrand,0062696602,,3.76,450,5511,1561,Hardcover,October 2nd 2018,Katherine Tegen Books
411,Blood Canticle,Anne Rice,0099460173,(The Vampire Chronicles #10),3.72,400,21285,493,Paperback,November 4th 2004,Arrow
412,"Uzumaki: Spiral into Horror, Vol. 2.",Junji Ito,1591160332,(Uzumaki #2),4.32,208,7107,345,Paperback,July 6th 2002,Viz Media
413,I Have No Mouth and I Must Scream,Harlan Ellison,0441363954,,4.02,134,13796,864,Mass Market Paperback,January 15th 1984,Ace Books
414,The Descent,Jeff Long,051513175X,(The Descent #1),3.97,572,6659,588,Mass Market Paperback,November 1st 2001,Jove
415,More Tales to Chill Your Bones,Alvin Schwartz,0439518326,(Scary Stories #3),4.21,128,10956,471,Paperback,1991,"Scholastic, Inc."
416,"The Walking Dead, Vol. 14: No Way Out",Robert Kirkman,1607063921,(The Walking Dead (Collected Editions) #14),4.32,136,15638,603,Comics,June 29th 2011,Image Comics
417,The Inhuman Condition,Clive Barker,0743417348,(Books of Blood #4),3.96,180,6935,168,Paperback,March 1st 2001,Pocket Books
418,Revenge of the Witch,Joseph Delaney,0060766204,(The Last Apprentice / Wardstone Chronicles #1),3.98,344,38867,3039,Paperback,August 1st 2006,Harper Trophy
419,Mr. Monster,Dan Wells,0755348826,(John Cleaver #2),4.10,288,10301,1200,Paperback,March 4th 2010,Headline
420,The Day of the Triffids,John Wyndham,0812967127,(Triffids #1),4.01,228,79740,2987,Paperback,July 1st 2003,Modern Library
421,This House is Haunted,John Boyne,085752092X,,3.58,304,9174,1468,Hardcover,April 25th 2013,Doubleday
422,The Haunted Mask,R.L. Stine,0439568331,(Goosebumps #11),3.81,144,17063,694,Mass Market Paperback,September 1st 2003,Scholastic
423,Night Chills,Dean Koontz,0425098648,,3.87,384,22497,337,Mass Market Paperback,September 15th 1986,Berkley Books
424,The Lunatic Cafe,Laurell K. Hamilton,0425201376,"(Anita Blake, Vampire Hunter #4)",4.12,352,68630,1310,Hardcover,March 1st 2005,Berkley Hardcover
425,Storm of the Century,Stephen King,067103264X,,3.91,376,18546,348,Paperback,February 1st 1999,Pocket
426,Floating Dragon,Peter Straub,0425189643,,3.84,595,11067,185,Paperback,August 5th 2003,Berkley
427,The Cipher,Kathe Koja,0440207827,,3.50,356,2732,327,Paperback,January 5th 1991,Dell
428,Fellside,M.R. Carey,0316300284,,3.56,486,10828,1721,Hardcover,April 5th 2016,Orbit
429,Children of the Night,Dan Simmons,0446364754,,3.71,464,6256,326,Paperback,June 1st 1993,Warner Books
430,Baby Teeth,Zoje Stage,1250170753,,3.64,304,22214,5177,Hardcover,July 17th 2018,St Martin's Press
431,The Hatching,Ezekiel Boone,1501125044,(The Hatching #1),3.67,334,4449,1160,Hardcover,July 5th 2016,Atria/Emily Bestler Books
432,Stay Out of the Basement,R.L. Stine,0439568455,(Goosebumps #2),3.67,144,14911,606,Paperback,September 1st 2003,Scholastic
433,Apt Pupil,Stephen King,0751525677,,3.86,179,21490,761,Paperback,1983,Warner
434,"Uzumaki: Spiral into Horror, (3 in 1)うずまき",Junji Ito,4091858163,(Uzumaki #1-3),4.38,632,6590,774,,March 1st 2000,小学館
435,"The Walking Dead, Vol. 15: We Find Ourselves",Robert Kirkman,1607064405,(The Walking Dead (Collected Editions) #15),4.13,132,11478,539,Comics,December 27th 2011,Image Comics
436,The Night Sister,Jennifer  McMahon,0385538510,,3.67,322,15367,2077,Hardcover,August 4th 2015,Doubleday
437,Legion,William Peter Blatty,0671470450,(The Exorcist #2),3.72,269,8311,346,Hardcover,1983,Simon & Schuster
438,Kin,Kealan Patrick Burke,1587672197,,3.97,306,2439,480,Hardcover,October 25th 2011,Cemetery Dance Publications
